EventID	Timestamp	NodeID	Location	EventType	Temperature_C	Humidity_pct	Wind_kmh	Vibration_g	PoissonLambda	PoissonK	PoissonProbability	Magnitude
EVT-854090	2026-05-27T19:16:39.003340400	NODE-033	Uçurum Bölgesi	Düþük Görüþ	26,89	46	5,5	0,675	0,7	2	0,121663	1
EVT-552603	2026-05-27T19:16:39.003340400	NODE-031	Aydýncýk Doðu	Mikro Heyelan	26,26	46	5,5	0,0694	0,5	1	0,303265	0,4963
EVT-196595	2026-05-27T19:16:39.003340400	NODE-029	Aydýncýk Batý	Kaya Titreþimi	26,66	46	5,5	0,0811	0,5	1	0,303265	0,4446
EVT-839439	2026-05-27T19:16:39.003340400	NODE-027	Hacýkýrý	Sis Yoðunlaþmasý	26,91	46	5,5	0,0811	0,5	1	0,303265	0,3369
EVT-416975	2026-05-27T19:16:39.003340400	NODE-025	Bozyazý	Düþük Görüþ	25,57	46	5,5	0,1323	0,5	1	0,303265	0,4711
EVT-305544	2026-05-27T19:16:39.003340400	NODE-024	Bozyazý Batý	Sis Yoðunlaþmasý	24,75	46	5,5	0,047	0,5	1	0,303265	0,3826
EVT-214259	2026-05-27T19:16:39.003340400	NODE-023	Yüksek Kýyý	Kaya Titreþimi	26,34	46	5,5	0,6521	0,7	1	0,34761	0,3189
EVT-507412	2026-05-27T19:16:39.003340400	NODE-019	Anamur	Kaygan Yol	26,73	46	5,5	0,1229	0,5	2	0,075816	0,4453
EVT-196201	2026-05-27T19:16:39.003340400	NODE-019	Anamur	Sis Yoðunlaþmasý	26,41	46	5,5	0,1229	0,5	2	0,075816	0,6468
EVT-436750	2026-05-27T19:16:39.003340400	NODE-016	Ören	Kaygan Yol	25,03	46	5,5	0,0185	0,5	2	0,075816	0,7197
EVT-464495	2026-05-27T19:16:39.003340400	NODE-016	Ören	Düþük Görüþ	25,33	46	5,5	0,0185	0,5	2	0,075816	0,3015
EVT-514031	2026-05-27T19:16:39.003340400	NODE-014	Viraj Bölgesi	Kaya Titreþimi	27,07	46	5,5	0,6943	0,7	1	0,34761	0,6632
EVT-192238	2026-05-27T19:16:39.003340400	NODE-009	Gazipaþa-Anamur Tünel	Düþük Görüþ	25,72	46	5,5	0,1323	0,6	1	0,329287	0,1605
EVT-767305	2026-05-27T19:16:39.003340400	NODE-008	Gazipaþa	Kaygan Yol	25,88	46	5,5	0,0624	0,5	1	0,303265	0,2787
EVT-744269	2026-05-27T19:16:39.003340400	NODE-004	Kaledran	Þiddetli Rüzgar	26,77	46	5,5	0,578	0,7	1	0,34761	0,6993
EVT-113532	2026-05-27T19:16:39.003340400	NODE-001	Alanya Doðu	Kaygan Yol	26,51	46	5,5	0,0391	0,5	1	0,303265	0,2446
EVT-379617	2026-05-27T19:16:31.002324600	NODE-044	Bozyazý Kritik	Ani Yaðýþ	24,66	46	5,5	0,5771	0,7	1	0,34761	0,1998
EVT-653764	2026-05-27T19:16:31.002324600	NODE-032	Kaya Kütlesi	Kaygan Yol	26,15	46	5,5	0,5437	0,7	2	0,121663	0,9774
EVT-180455	2026-05-27T19:16:31.002324600	NODE-032	Kaya Kütlesi	Düþük Görüþ	25,99	46	5,5	0,5437	0,7	2	0,121663	0,6182
EVT-709012	2026-05-27T19:16:31.002324600	NODE-026	Bozyazý Doðu	Ani Yaðýþ	24,57	46	5,5	0,0367	0,5	1	0,303265	0,2141
EVT-754765	2026-05-27T19:16:31.002324600	NODE-020	Anamur Tünel	Ani Yaðýþ	26,55	46	5,5	0,1289	0,6	3	0,019757	0,2535
EVT-773659	2026-05-27T19:16:31.002324600	NODE-020	Anamur Tünel	Kaygan Yol	25,31	46	5,5	0,1289	0,6	3	0,019757	0,5248
EVT-095743	2026-05-27T19:16:31.002324600	NODE-020	Anamur Tünel	Ani Yaðýþ	27,31	46	5,5	0,1289	0,6	3	0,019757	0,2738
EVT-226157	2026-05-27T19:16:31.002324600	NODE-019	Anamur	Düþük Görüþ	26,25	46	5,5	0,0429	0,5	1	0,303265	0,31
EVT-865383	2026-05-27T19:16:31.002324600	NODE-011	Kayalýk Bölge	Kaya Titreþimi	26,26	46	5,5	0,4974	0,7	1	0,34761	1
EVT-687749	2026-05-27T19:16:31.002324600	NODE-010	Uçurum Noktasý	Þiddetli Rüzgar	27,3	46	5,5	0,6927	0,7	1	0,34761	1
EVT-676251	2026-05-27T19:16:31.002324600	NODE-009	Gazipaþa-Anamur Tünel	Kaygan Yol	26,34	46	5,5	0,1084	0,6	1	0,329287	0,9401
EVT-431007	2026-05-27T19:16:31.002324600	NODE-008	Gazipaþa	Þiddetli Rüzgar	25,25	46	5,5	0,1041	0,5	2	0,075816	0,4637
EVT-055288	2026-05-27T19:16:31.002324600	NODE-008	Gazipaþa	Düþük Görüþ	25,91	46	5,5	0,1041	0,5	2	0,075816	0,3216
EVT-762986	2026-05-27T19:16:31.002324600	NODE-006	Kýyý Kesiði	Ani Yaðýþ	27,12	46	5,5	0,0838	0,5	1	0,303265	0,965
EVT-771649	2026-05-27T19:16:23.004309900	NODE-040	Taþucu	Kaya Titreþimi	25,85	46	5,5	0,1069	0,5	1	0,303265	0,9261
EVT-832843	2026-05-27T19:16:23.004309900	NODE-037	Silifke Batý	Sis Yoðunlaþmasý	24,57	46	5,5	0,1027	0,5	3	0,012636	0,9543
EVT-963262	2026-05-27T19:16:23.004309900	NODE-037	Silifke Batý	Kaya Titreþimi	26,4	46	5,5	0,1027	0,5	3	0,012636	0,8571
EVT-509310	2026-05-27T19:16:23.004309900	NODE-037	Silifke Batý	Düþük Görüþ	24,75	46	5,5	0,1027	0,5	3	0,012636	0,1764
EVT-179222	2026-05-27T19:16:23.004309900	NODE-034	Kritik Viraj	Þiddetli Rüzgar	25,47	46	5,5	0,5761	0,7	1	0,34761	0,3993
EVT-674263	2026-05-27T19:16:23.004309900	NODE-031	Aydýncýk Doðu	Þiddetli Rüzgar	24,4	46	5,5	0,0857	0,5	1	0,303265	0,3241
EVT-876961	2026-05-27T19:16:23.004309900	NODE-028	Kýyý Kesiði-2	Kaygan Yol	27,32	46	5,5	0,0868	0,5	1	0,303265	0,1541
EVT-216745	2026-05-27T19:16:23.004309900	NODE-027	Hacýkýrý	Ani Yaðýþ	27,04	46	5,5	0,0958	0,5	1	0,303265	0,9425
EVT-247094	2026-05-27T19:16:23.004309900	NODE-025	Bozyazý	Þiddetli Rüzgar	26,93	46	5,5	0,0511	0,5	1	0,303265	0,5743
EVT-893806	2026-05-27T19:16:23.004309900	NODE-023	Yüksek Kýyý	Kaya Titreþimi	25,32	46	5,5	0,706	0,7	2	0,121663	0,2064
EVT-116398	2026-05-27T19:16:23.004309900	NODE-023	Yüksek Kýyý	Kaya Titreþimi	24,53	46	5,5	0,706	0,7	2	0,121663	0,2632
EVT-779276	2026-05-27T19:16:23.004309900	NODE-022	Boðaz Geçidi	Kaya Titreþimi	25,77	46	5,5	0,5021	0,7	1	0,34761	0,8857
EVT-741537	2026-05-27T19:16:23.004309900	NODE-020	Anamur Tünel	Þiddetli Rüzgar	27,1	46	5,5	0,0627	0,6	1	0,329287	0,5557
EVT-131511	2026-05-27T19:16:23.004309900	NODE-018	Anamur Batý	Sis Yoðunlaþmasý	25,54	46	5,5	0,0864	0,5	1	0,303265	0,416
EVT-473960	2026-05-27T19:16:23.004309900	NODE-017	Yenipazar	Kaya Titreþimi	25,84	46	5,5	0,086	0,5	1	0,303265	0,8468
EVT-568770	2026-05-27T19:16:23.003312200	NODE-014	Viraj Bölgesi	Kaya Titreþimi	27,21	46	5,5	0,4463	0,7	1	0,34761	1
EVT-603108	2026-05-27T19:16:23.003312200	NODE-013	Karakabaklar	Þiddetli Rüzgar	24,55	46	5,5	0,5754	0,7	1	0,34761	0,4059
EVT-897572	2026-05-27T19:16:23.003312200	NODE-007	Gazipaþa Batý	Düþük Görüþ	27,05	46	5,5	0,0067	0,5	2	0,075816	0,5427
EVT-167730	2026-05-27T19:16:23.003312200	NODE-007	Gazipaþa Batý	Kaygan Yol	26,67	46	5,5	0,0067	0,5	2	0,075816	0,4322
EVT-186874	2026-05-27T19:16:15.005253400	NODE-040	Taþucu	Kaygan Yol	25,8	46	5,5	0,1171	0,5	2	0,075816	0,9632
EVT-131713	2026-05-27T19:16:15.005253400	NODE-040	Taþucu	Mikro Heyelan	25,9	46	5,5	0,1171	0,5	2	0,075816	0,2656
EVT-877506	2026-05-27T19:16:15.005253400	NODE-039	Silifke Yakýný	Sis Yoðunlaþmasý	25,88	46	5,5	0,0759	0,5	1	0,303265	0,1596
EVT-713912	2026-05-27T19:16:15.005253400	NODE-031	Aydýncýk Doðu	Þiddetli Rüzgar	25,93	46	5,5	0,0646	0,5	1	0,303265	0,8795
EVT-791394	2026-05-27T19:16:15.005253400	NODE-027	Hacýkýrý	Kaya Titreþimi	25,67	46	5,5	0,0261	0,5	1	0,303265	0,595
EVT-341368	2026-05-27T19:16:15.005253400	NODE-025	Bozyazý	Ani Yaðýþ	27,3	46	5,5	0,0698	0,5	1	0,303265	0,5327
EVT-945697	2026-05-27T19:16:15.004253400	NODE-023	Yüksek Kýyý	Mikro Heyelan	24,95	46	5,5	0,7251	0,7	2	0,121663	1
EVT-472034	2026-05-27T19:16:15.004253400	NODE-023	Yüksek Kýyý	Ani Yaðýþ	24,46	46	5,5	0,7251	0,7	2	0,121663	0,3198
EVT-252642	2026-05-27T19:16:15.004253400	NODE-019	Anamur	Ani Yaðýþ	26,84	46	5,5	0,0152	0,5	1	0,303265	0,5751
EVT-756574	2026-05-27T19:16:15.004253400	NODE-015	Kýyý Yolu	Kaygan Yol	26,21	46	5,5	0,1339	0,5	1	0,303265	0,8324
EVT-710248	2026-05-27T19:16:15.003253900	NODE-014	Viraj Bölgesi	Kaya Titreþimi	25,34	46	5,5	0,5072	0,7	2	0,121663	0,9261
EVT-215187	2026-05-27T19:16:15.003253900	NODE-014	Viraj Bölgesi	Kaya Titreþimi	25,03	46	5,5	0,5072	0,7	2	0,121663	1
EVT-236409	2026-05-27T19:16:15.002457500	NODE-013	Karakabaklar	Ani Yaðýþ	25,9	46	5,5	0,3928	0,7	1	0,34761	0,542
EVT-204872	2026-05-27T19:16:07.003581900	NODE-039	Silifke Yakýný	Kaygan Yol	24,52	46	5,5	0,0535	0,5	1	0,303265	0,8614
EVT-029333	2026-05-27T19:16:07.003581900	NODE-037	Silifke Batý	Kaygan Yol	27,37	46	5,5	0,081	0,5	2	0,075816	0,2996
EVT-687369	2026-05-27T19:16:07.003581900	NODE-037	Silifke Batý	Düþük Görüþ	24,94	46	5,5	0,081	0,5	2	0,075816	0,3626
EVT-573974	2026-05-27T19:16:07.003581900	NODE-032	Kaya Kütlesi	Düþük Görüþ	26,13	46	5,5	0,8365	0,7	1	0,34761	0,6614
EVT-678674	2026-05-27T19:16:07.003581900	NODE-026	Bozyazý Doðu	Düþük Görüþ	26,09	46	5,5	0,0535	0,5	1	0,303265	0,1793
EVT-330459	2026-05-27T19:16:07.003581900	NODE-023	Yüksek Kýyý	Þiddetli Rüzgar	24,95	46	5,5	0,6612	0,7	1	0,34761	0,6773
EVT-939132	2026-05-27T19:16:07.003581900	NODE-018	Anamur Batý	Þiddetli Rüzgar	26,9	46	5,5	0,0546	0,5	2	0,075816	0,8444
EVT-939479	2026-05-27T19:16:07.003581900	NODE-018	Anamur Batý	Þiddetli Rüzgar	27,37	46	5,5	0,0546	0,5	2	0,075816	0,1984
EVT-661666	2026-05-27T19:16:07.002781700	NODE-013	Karakabaklar	Mikro Heyelan	24,53	46	5,5	0,4414	0,7	1	0,34761	0,9727
EVT-822371	2026-05-27T19:16:07.002781700	NODE-007	Gazipaþa Batý	Þiddetli Rüzgar	25,22	46	5,5	0,1626	0,5	1	0,303265	0,5441
EVT-803655	2026-05-27T19:15:59.003199700	NODE-037	Silifke Batý	Mikro Heyelan	27,19	46	5,5	0,0556	0,5	1	0,303265	0,462
EVT-970204	2026-05-27T19:15:59.003199700	NODE-032	Kaya Kütlesi	Mikro Heyelan	25,55	46	5,5	0,5809	0,7	1	0,34761	0,8198
EVT-672580	2026-05-27T19:15:59.003199700	NODE-009	Gazipaþa-Anamur Tünel	Mikro Heyelan	24,52	46	5,5	0,0302	0,6	1	0,329287	0,2172
EVT-187783	2026-05-27T19:15:59.003199700	NODE-007	Gazipaþa Batý	Düþük Görüþ	27,16	46	5,5	0,0648	0,5	1	0,303265	0,9576
EVT-614250	2026-05-27T19:15:51.003096900	NODE-037	Silifke Batý	Kaygan Yol	25,78	46	5,5	0,068	0,5	1	0,303265	0,5855
EVT-741133	2026-05-27T19:15:51.003096900	NODE-014	Viraj Bölgesi	Þiddetli Rüzgar	27,25	46	5,5	0,6061	0,7	1	0,34761	0,1812
EVT-886515	2026-05-27T19:15:51.003096900	NODE-013	Karakabaklar	Þiddetli Rüzgar	26,42	46	5,5	0,4408	0,7	2	0,121663	0,3572
EVT-413098	2026-05-27T19:15:51.003096900	NODE-013	Karakabaklar	Þiddetli Rüzgar	25,85	46	5,5	0,4408	0,7	2	0,121663	0,5016

EVT-701295	2026-06-03T19:11:38.000000000	NODE-002	Kaledran	Normal Trafik	19,68	43	13	0,0562	0,3695	13	0	0,0969
EVT-331589	2026-06-03T19:33:31.000000000	NODE-005	Iskele Bolgesi	Normal Trafik	20,6	51	3	0,0833	0,5309	9	0	0,0804
EVT-181101	2026-06-03T19:45:29.000000000	NODE-013	Yenipazar	Normal Trafik	18,44	57	5	0,0916	0,577	10	0	0,0873
EVT-137358	2026-06-03T19:21:40.000000000	NODE-009	Koy Yolu	Normal Trafik	18,04	51	15	0,0774	0,4538	6	0	0,0553
EVT-145908	2026-06-03T19:50:04.000000000	NODE-010	Tasucu	Normal Trafik	20,5	58	7	0,0683	0,3575	5	0	0,1709
EVT-564322	2026-06-03T19:06:13.000000000	NODE-007	Gazipasal	Normal Trafik	24,28	41	3	0,0429	0,407	5	0	0,1936
EVT-163848	2026-06-03T19:31:01.000000000	NODE-001	Viraj Bolgesi	Normal Trafik	22,39	50	10	0,0108	0,6315	5	0	0,0506
EVT-157395	2026-06-03T19:42:25.000000000	NODE-001	Anamur Tunel	Normal Trafik	27,29	49	8	0,0655	0,3178	9	0	0,0784
EVT-493255	2026-06-03T19:50:43.000000000	NODE-008	Koru Burnu	Normal Trafik	20,97	63	11	0,0762	0,3078	14	0	0,2415
EVT-399550	2026-06-03T19:45:49.000000000	NODE-003	Tasucu	Normal Trafik	22,52	45	14	0,0234	0,3539	7	0	0,1683
EVT-561555	2026-06-03T20:02:24.000000000	NODE-012	Gazipasal	Normal Trafik	25,15	43	11	0,0991	0,5603	5	0	0,1191
EVT-936156	2026-06-03T19:04:48.000000000	NODE-004	Bozyazi	Normal Trafik	18,38	41	11	0,048	0,3375	15	0	0,0743
EVT-195484	2026-06-03T19:22:27.000000000	NODE-005	Viraj Bolgesi	Normal Trafik	26,26	35	3	0,0856	0,6584	7	0	0,2352
EVT-860759	2026-06-03T19:19:57.000000000	NODE-009	Kazanli	Normal Trafik	24,25	40	7	0,0265	0,3118	7	0	0,2367
EVT-988684	2026-06-03T19:50:04.000000000	NODE-003	Anamur Tunel	Normal Trafik	19,87	44	11	0,0601	0,585	6	0	0,1696
EVT-452301	2026-06-03T19:56:02.000000000	NODE-007	Iskele Bolgesi	Normal Trafik	27,64	49	11	0,0953	0,6241	6	0	0,0715
EVT-102558	2026-06-03T19:14:05.000000000	NODE-015	Gazipasal	Normal Trafik	22,04	53	9	0,0212	0,6643	15	0	0,2281
EVT-255369	2026-06-03T19:23:12.000000000	NODE-009	Kazanli	Normal Trafik	27,42	60	14	0,0352	0,4359	10	0	0,2109
EVT-322399	2026-06-03T19:56:27.000000000	NODE-010	Anamur	Normal Trafik	20,77	42	15	0,0676	0,3327	9	0	0,211
EVT-892083	2026-06-03T19:49:54.000000000	NODE-015	Kiyidag	Normal Trafik	22,67	62	17	0,0241	0,535	7	0	0,1769
EVT-550810	2026-06-03T19:45:40.000000000	NODE-002	Koy Yolu	Normal Trafik	21,48	51	13	0,028	0,5119	13	0	0,1663
EVT-278696	2026-06-03T19:59:16.000000000	NODE-001	Silifke	Normal Trafik	20,14	44	5	0,0362	0,4083	14	0	0,144
EVT-430744	2026-06-03T19:30:24.000000000	NODE-012	Kazanli	Normal Trafik	27,99	46	15	0,038	0,3734	15	0	0,1686
EVT-651550	2026-06-03T19:26:24.000000000	NODE-015	Tasucu	Normal Trafik	22,71	62	7	0,0927	0,6526	14	0	0,0533
EVT-368517	2026-06-03T19:37:59.000000000	NODE-001	Anamur Tunel	Normal Trafik	22,11	55	12	0,0986	0,4185	15	0	0,2004
EVT-127780	2026-06-03T19:23:37.000000000	NODE-010	Silifke	Normal Trafik	24,85	51	8	0,0409	0,3874	11	0	0,1787
EVT-644949	2026-06-03T19:22:29.000000000	NODE-010	Tasucu	Normal Trafik	19,36	61	7	0,0981	0,4405	5	0	0,1659
EVT-415893	2026-06-03T19:12:30.000000000	NODE-003	Kazanli	Normal Trafik	19,09	64	5	0,069	0,3795	12	0	0,1805
EVT-874557	2026-06-03T19:24:33.000000000	NODE-010	Koru Burnu	Normal Trafik	22,29	41	14	0,0599	0,515	12	0	0,1323
EVT-689209	2026-06-03T20:01:40.000000000	NODE-011	Bozyazi	Normal Trafik	21,11	51	15	0,0724	0,4269	11	0	0,2003
EVT-506366	2026-06-03T20:02:34.000000000	NODE-008	Koy Yolu	Normal Trafik	18,41	47	9	0,0247	0,5251	9	0	0,0504
EVT-957724	2026-06-03T19:30:51.000000000	NODE-005	Kaledran	Normal Trafik	25,15	47	4	0,027	0,6188	10	0	0,2314
EVT-945664	2026-06-03T19:33:13.000000000	NODE-004	Kiyidag	Normal Trafik	26,83	54	12	0,0859	0,502	8	0	0,0626
EVT-198150	2026-06-03T19:57:27.000000000	NODE-010	Anamur Tunel	Normal Trafik	23,69	39	8	0,0221	0,4496	6	0	0,051
EVT-687582	2026-06-03T19:04:29.000000000	NODE-004	Anamur Tunel	Normal Trafik	26,27	60	8	0,0638	0,3515	13	0	0,1077
EVT-589907	2026-06-03T19:06:11.000000000	NODE-001	Kazanli	Normal Trafik	18,94	51	14	0,0571	0,588	14	0	0,1854
EVT-900836	2026-06-03T19:24:19.000000000	NODE-007	Koy Yolu	Normal Trafik	25,95	61	17	0,083	0,5651	5	0	0,2095
EVT-941100	2026-06-03T19:54:03.000000000	NODE-003	Gazipasal	Normal Trafik	27,66	59	15	0,0499	0,6627	7	0	0,1042
EVT-838549	2026-06-03T19:24:48.000000000	NODE-009	Anamur Tunel	Normal Trafik	27,18	36	15	0,0413	0,64	9	0	0,0708
EVT-978094	2026-06-03T19:11:05.000000000	NODE-014	Kaledran	Normal Trafik	27,68	35	11	0,0691	0,4271	6	0	0,0898
EVT-771957	2026-06-03T19:10:07.000000000	NODE-003	Koru Burnu	Normal Trafik	21,82	52	17	0,0739	0,4104	15	0	0,1463
EVT-657050	2026-06-03T19:35:04.000000000	NODE-001	Yuksek Kiyi	Normal Trafik	26,77	63	16	0,0968	0,4261	7	0	0,1316
EVT-847656	2026-06-03T19:55:31.000000000	NODE-001	Koy Yolu	Normal Trafik	22,54	60	14	0,0901	0,4	14	0	0,0782
EVT-659256	2026-06-03T19:40:00.000000000	NODE-007	Viraj Bolgesi	Normal Trafik	22,54	56	7	0,043	0,3561	6	0	0,0719
EVT-544768	2026-06-03T19:33:57.000000000	NODE-006	Kaledran	Normal Trafik	24,85	39	12	0,0798	0,4413	13	0	0,242
EVT-404608	2026-06-03T19:20:16.000000000	NODE-005	Koru Burnu	Normal Trafik	23,54	38	5	0,0934	0,4545	13	0	0,1707
EVT-529937	2026-06-03T19:57:47.000000000	NODE-007	Koy Yolu	Normal Trafik	19,11	49	6	0,0714	0,6792	6	0	0,1089
EVT-749217	2026-06-03T19:25:51.000000000	NODE-009	Kaledran	Normal Trafik	27,85	39	12	0,0336	0,49	10	0	0,1154
EVT-695212	2026-06-03T19:19:42.000000000	NODE-003	Kaledran	Normal Trafik	18,44	38	5	0,0302	0,3856	13	0	0,123
EVT-901723	2026-06-03T19:05:17.000000000	NODE-007	Silifke	Normal Trafik	26,61	36	5	0,0614	0,5686	14	0	0,2222
EVT-139424	2026-06-03T19:36:59.000000000	NODE-014	Anamur Tunel	Normal Trafik	18,77	38	17	0,0367	0,3494	7	0	0,0657
EVT-235833	2026-06-03T19:18:06.000000000	NODE-003	Kazanli	Normal Trafik	24,27	48	4	0,0558	0,5894	14	0	0,1635
EVT-420712	2026-06-03T19:32:25.000000000	NODE-008	Silifke	Normal Trafik	27,47	44	11	0,0198	0,6616	14	0	0,1421
EVT-820162	2026-06-03T19:17:04.000000000	NODE-010	Yenipazar	Normal Trafik	19,77	36	3	0,0312	0,6668	11	0	0,0691
EVT-831049	2026-06-03T19:56:14.000000000	NODE-003	Anamur Tunel	Normal Trafik	20,12	47	13	0,0542	0,365	6	0	0,2452
EVT-528808	2026-06-03T19:15:36.000000000	NODE-007	Iskele Bolgesi	Normal Trafik	18,41	40	13	0,0739	0,3061	9	0	0,095
EVT-721465	2026-06-03T19:30:06.000000000	NODE-014	Silifke	Normal Trafik	18,46	42	3	0,0515	0,4954	15	0	0,2427
EVT-334613	2026-06-03T19:43:40.000000000	NODE-010	Koy Yolu	Normal Trafik	18,64	37	5	0,0445	0,4653	12	0	0,1135
EVT-841592	2026-06-03T19:48:29.000000000	NODE-007	Anamur	Normal Trafik	26,16	35	16	0,0583	0,3829	11	0	0,1961
EVT-628364	2026-06-03T19:14:48.000000000	NODE-012	Kiyidag	Normal Trafik	19,75	46	10	0,0512	0,5805	12	0	0,0516
EVT-561515	2026-06-03T19:59:58.000000000	NODE-012	Viraj Bolgesi	Normal Trafik	19,98	38	12	0,0584	0,5529	15	0	0,1569
EVT-435709	2026-06-03T19:40:39.000000000	NODE-003	Kazanli	Normal Trafik	26,8	48	3	0,0632	0,6806	13	0	0,125
EVT-577232	2026-06-03T19:08:27.000000000	NODE-007	Tasucu	Normal Trafik	19,03	63	15	0,0919	0,6822	15	0	0,1826
EVT-834187	2026-06-03T19:17:43.000000000	NODE-007	Koru Burnu	Normal Trafik	18,77	60	14	0,0926	0,5675	15	0	0,2057
EVT-147479	2026-06-03T19:52:25.000000000	NODE-002	Viraj Bolgesi	Normal Trafik	23,41	50	3	0,0488	0,3441	12	0	0,0995
EVT-223893	2026-06-03T19:28:09.000000000	NODE-010	Yuksek Kiyi	Normal Trafik	18,98	35	13	0,0763	0,589	15	0	0,1589
EVT-738958	2026-06-03T19:51:43.000000000	NODE-014	Anamur	Normal Trafik	22,55	46	6	0,0851	0,3133	6	0	0,1338
EVT-776531	2026-06-03T19:05:17.000000000	NODE-010	Kiyidag	Normal Trafik	21,11	46	7	0,0886	0,5097	14	0	0,242
EVT-611535	2026-06-03T19:09:27.000000000	NODE-001	Viraj Bolgesi	Normal Trafik	25,67	57	14	0,0283	0,673	7	0	0,2065
EVT-557285	2026-06-03T19:09:50.000000000	NODE-005	Koy Yolu	Normal Trafik	21,65	36	13	0,0292	0,4103	12	0	0,0811
EVT-747005	2026-06-03T19:43:03.000000000	NODE-010	Gazipasal	Normal Trafik	19,17	56	8	0,0482	0,6398	10	0	0,1831
EVT-774927	2026-06-03T19:17:37.000000000	NODE-013	Anamur	Normal Trafik	24,82	53	10	0,018	0,6318	6	0	0,087
EVT-972499	2026-06-03T19:34:48.000000000	NODE-008	Gazipasal	Normal Trafik	22,46	65	7	0,0276	0,4242	11	0	0,1081
EVT-471666	2026-06-03T19:26:19.000000000	NODE-006	Anamur	Normal Trafik	18,64	53	3	0,0867	0,5032	9	0	0,112
EVT-858493	2026-06-03T19:24:50.000000000	NODE-002	Silifke	Normal Trafik	20,31	45	4	0,0736	0,3746	14	0	0,2492
EVT-580629	2026-06-03T19:44:53.000000000	NODE-002	Bozyazi	Normal Trafik	22,47	42	8	0,0233	0,5616	6	0	0,0623
EVT-513694	2026-06-03T19:52:50.000000000	NODE-007	Viraj Bolgesi	Normal Trafik	23,28	51	16	0,0139	0,6909	12	0	0,2101
EVT-693335	2026-06-03T19:44:14.000000000	NODE-003	Kazanli	Normal Trafik	22,01	58	16	0,02	0,5413	9	0	0,14
EVT-475363	2026-06-03T19:54:16.000000000	NODE-011	Silifke	Normal Trafik	26,58	39	14	0,0549	0,4441	13	0	0,0797
EVT-803032	2026-06-03T19:57:15.000000000	NODE-004	Kazanli	Normal Trafik	22,73	60	11	0,0815	0,3574	14	0	0,1189
EVT-760105	2026-06-03T19:05:20.000000000	NODE-007	Tasucu	Normal Trafik	26,46	61	11	0,0301	0,517	11	0	0,1789
EVT-108646	2026-06-03T19:27:48.000000000	NODE-009	Tasucu	Normal Trafik	22,64	55	14	0,0326	0,4915	8	0	0,0641
EVT-559643	2026-06-03T19:57:22.000000000	NODE-004	Iskele Bolgesi	Normal Trafik	25,93	44	4	0,0601	0,6237	8	0	0,1674
EVT-165396	2026-06-03T19:10:16.000000000	NODE-010	Kazanli	Normal Trafik	25,89	44	17	0,0921	0,3547	7	0	0,168
EVT-223107	2026-06-03T19:56:40.000000000	NODE-013	Silifke	Normal Trafik	21,96	46	16	0,0124	0,6571	9	0	0,0607
EVT-696832	2026-06-03T19:34:41.000000000	NODE-008	Koy Yolu	Normal Trafik	22,87	36	7	0,0212	0,6945	13	0	0,1241
EVT-480165	2026-06-03T19:23:27.000000000	NODE-007	Koru Burnu	Normal Trafik	26,06	62	9	0,038	0,5268	6	0	0,2265
EVT-928456	2026-06-03T19:49:09.000000000	NODE-006	Kaledran	Normal Trafik	25,68	62	14	0,0705	0,6129	9	0	0,0906
EVT-117439	2026-06-03T19:30:29.000000000	NODE-002	Anamur	Normal Trafik	27,53	60	16	0,0658	0,3047	7	0	0,2182
EVT-789631	2026-06-03T19:31:20.000000000	NODE-008	Yenipazar	Normal Trafik	27,66	52	3	0,0605	0,5329	13	0	0,2298
EVT-802491	2026-06-03T19:39:27.000000000	NODE-012	Kaledran	Normal Trafik	27,59	44	8	0,0449	0,4259	15	0	0,2479
EVT-297277	2026-06-03T19:22:17.000000000	NODE-001	Yuksek Kiyi	Normal Trafik	24,52	63	12	0,0488	0,6789	6	0	0,1863
EVT-171369	2026-06-03T19:03:11.000000000	NODE-014	Silifke	Normal Trafik	20,09	63	5	0,0702	0,3886	13	0	0,1272
EVT-208514	2026-06-03T19:43:39.000000000	NODE-008	Koru Burnu	Normal Trafik	22,61	61	11	0,0303	0,5497	14	0	0,2249
EVT-799019	2026-06-03T19:18:11.000000000	NODE-003	Yenipazar	Normal Trafik	24,56	63	4	0,0917	0,3606	14	0	0,2012
EVT-189351	2026-06-03T19:34:42.000000000	NODE-012	Kazanli	Normal Trafik	27,25	37	9	0,0285	0,5582	13	0	0,0882
EVT-849706	2026-06-03T19:15:03.000000000	NODE-006	Viraj Bolgesi	Normal Trafik	20,34	49	14	0,0859	0,5887	10	0	0,2089
EVT-284450	2026-06-03T19:16:35.000000000	NODE-010	Koy Yolu	Normal Trafik	24,62	43	7	0,0636	0,4255	12	0	0,1533
EVT-428027	2026-06-03T19:37:41.000000000	NODE-015	Gazipasal	Normal Trafik	26,43	63	10	0,0787	0,4676	7	0	0,0758
EVT-627284	2026-06-03T19:28:12.000000000	NODE-015	Bozyazi	Normal Trafik	26,62	55	12	0,0197	0,4235	6	0	0,0976
EVT-374196	2026-06-03T19:22:24.000000000	NODE-008	Kiyidag	Normal Trafik	18,66	48	5	0,0934	0,3199	9	0	0,1587
EVT-384885	2026-06-03T19:53:11.000000000	NODE-012	Koy Yolu	Normal Trafik	23,53	54	16	0,0404	0,6834	6	0	0,1607
EVT-168446	2026-06-03T19:41:26.000000000	NODE-004	Anamur Tunel	Normal Trafik	22,5	47	12	0,099	0,3823	8	0	0,1237
